492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,2422,2423,1604,1605,2422,2423,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492
492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,2502,2503,1684,1685,2502,2503,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492
492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,2582,2583,486,487,2582,2583,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492
492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,2662,2663,486,487,2662,2663,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492
492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,486,487,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492
492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,486,487,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492
492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,486,487,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492
492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,486,487,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492
492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,486,487,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492
492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492,493,494,492
